VERSION 2
BPM 320.000000
PAGE_SHIFT 0.380000
PAGE_SIZE 0.750000
NOTE	0	1.940000	0.850000	0.000000
NOTE	1	1.940000	0.250000	0.000000
NOTE	2	2.126111	0.850000	0.000000
NOTE	3	2.313611	0.250000	0.000000
NOTE	4	2.498333	0.850000	0.000000
NOTE	5	2.878334	0.450000	0.000000
NOTE	6	3.067222	0.550000	0.000000
NOTE	7	3.252778	0.650000	0.000000
NOTE	8	3.439445	0.250000	0.000000
NOTE	9	3.623333	0.850000	0.000000
NOTE	10	3.808889	0.250000	0.000000
NOTE	11	3.997222	0.850000	0.000000
NOTE	12	4.376111	0.550000	0.000000
NOTE	13	4.561667	0.450000	0.000000
NOTE	14	4.746111	0.650000	0.000000
NOTE	15	4.936667	0.250000	0.000000
NOTE	16	5.123615	0.850000	0.000000
NOTE	17	5.308889	0.250000	0.000000
NOTE	18	5.495555	0.850000	0.000000
NOTE	19	5.871667	0.450000	0.000000
NOTE	20	6.061667	0.550000	0.000000
NOTE	21	6.247222	0.650000	0.000000
NOTE	22	6.440000	0.250000	0.000000
NOTE	23	6.626668	0.850000	0.000000
NOTE	24	6.812782	0.250000	0.000000
NOTE	25	6.998896	0.850000	0.000000
NOTE	26	7.374169	0.550000	0.000000
NOTE	27	7.560000	0.650000	0.000000
NOTE	28	7.746397	0.450000	0.000000
NOTE	29	7.933065	0.850000	0.000000
NOTE	30	7.933065	0.150000	0.000000
NOTE	31	8.120000	0.850000	0.000000
NOTE	32	8.305841	0.150000	0.000000
NOTE	33	8.495555	0.850000	0.000000
NOTE	34	8.874166	0.350000	0.000000
NOTE	35	9.060000	0.450000	0.000000
NOTE	36	9.246111	0.550000	0.000000
NOTE	37	9.434444	0.150000	0.000000
NOTE	38	9.621667	0.750000	0.000000
NOTE	39	9.808888	0.150000	0.000000
NOTE	40	9.997222	0.750000	0.000000
NOTE	41	10.371667	0.450000	0.000000
NOTE	42	10.558888	0.350000	0.000000
NOTE	43	10.746111	0.550000	0.000000
NOTE	44	10.937222	0.150000	0.000000
NOTE	45	11.123334	0.750000	0.000000
NOTE	46	11.311963	0.150000	0.000000
NOTE	47	11.497222	0.750000	0.000000
NOTE	48	11.874445	0.350000	0.000000
NOTE	49	12.061666	0.450000	0.000000
NOTE	50	12.247222	0.550000	0.000000
NOTE	51	12.437222	0.150000	0.000000
NOTE	52	12.624445	0.750000	0.000000
NOTE	53	12.810555	0.150000	0.000000
NOTE	54	12.997778	0.750000	0.000000
NOTE	55	13.377227	0.450000	0.000000
NOTE	56	13.562778	0.550000	0.000000
NOTE	57	13.746666	0.350000	0.000000
NOTE	58	13.940000	0.650000	0.000000
NOTE	59	14.035832	0.250000	0.000000
NOTE	60	14.127498	0.650000	0.000000
NOTE	61	14.311666	0.750000	0.000000
NOTE	62	14.500000	0.650000	0.000000
NOTE	63	14.599712	0.250000	0.000000
NOTE	64	14.690000	0.450000	0.000000
NOTE	65	14.878889	0.550000	0.000000
NOTE	66	15.065556	0.450000	0.000000
NOTE	67	15.157222	0.050000	0.000000
NOTE	68	15.251667	0.450000	0.000000
NOTE	69	15.341656	0.050000	0.000000
NOTE	70	15.440000	0.750000	0.000000
NOTE	71	15.528889	0.350000	0.000000
NOTE	72	15.624445	0.750000	0.000000
NOTE	73	15.811666	0.850000	0.000000
NOTE	74	15.998889	0.750000	0.000000
NOTE	75	16.097778	0.350000	0.000000
NOTE	76	16.190001	0.550000	0.000000
NOTE	77	16.375275	0.050000	0.000000
NOTE	78	16.466940	0.450000	0.000000
NOTE	79	16.561666	0.050000	0.000000
NOTE	80	16.650557	0.550000	0.000000
NOTE	81	16.746111	0.150000	0.000000
NOTE	82	16.844444	0.550000	0.000000
NOTE	83	16.940001	0.700000	0.000000
NOTE	84	17.034445	0.300000	0.000000
NOTE	85	17.124998	0.700000	0.000000
NOTE	86	17.309999	0.800000	0.000000
NOTE	87	17.498890	0.700000	0.000000
NOTE	88	17.591667	0.300000	0.000000
NOTE	89	17.687223	0.500000	0.000000
NOTE	90	17.879999	0.600000	0.000000
NOTE	91	18.064444	0.500000	0.000000
NOTE	92	18.160000	0.100000	0.000000
NOTE	93	18.252777	0.500000	0.000000
NOTE	94	18.350000	0.100000	0.000000
NOTE	95	18.434444	0.750000	0.000000
NOTE	96	18.528891	0.350000	0.000000
NOTE	97	18.621666	0.750000	0.000000
NOTE	98	18.808889	0.850000	0.000000
NOTE	99	18.993334	0.750000	0.000000
NOTE	100	19.094444	0.350000	0.000000
NOTE	101	19.187223	0.500000	0.000000
NOTE	102	19.377222	0.100000	0.000000
NOTE	103	19.469999	0.500000	0.000000
NOTE	104	19.562777	0.100000	0.000000
NOTE	105	19.660000	0.600000	0.000000
NOTE	106	19.751667	0.200000	0.000000
NOTE	107	19.847223	0.600000	0.000000
NOTE	108	19.940001	0.800000	0.000000
NOTE	109	20.033333	0.350000	0.000000
NOTE	110	20.128332	0.800000	0.000000
NOTE	111	20.314444	0.900000	0.000000
NOTE	112	20.500000	0.800000	0.000000
